笔记标题,笔记链接,用户ID,用户头像,用户名,IP属地,笔记发布时间,笔记收藏数量,笔记评论数量,笔记点赞数量,笔记内容
穿着汉服去巡游。,https://www.xiaohongshu.com/explore/67f1246b000000001c003d8a?xsec_token=ABbRLyStF0xXjJfogYfqUl8y9b7X40aj2kzpuXRDhn7sQ=&xsec_source=pc_feed,626d260c0000000021020cb1,https://sns-avatar-qc.xhscdn.com/avatar/62a95f6779ae913db1358a8a.jpg?imageView2/2/w/80/format/jpg,南美洲虾条,浙江,04-05,0,0,2,来这里吃舟山海鲜面，竟然碰到了绿城吉祥里的十二花神巡游，运气针不戳啊。#汉服走向世界 #体验古装的美 #穿着汉服去赏花 #原来穿上汉服可以这么美
,https://www.xiaohongshu.com/explore/67b29872000000001800a980?xsec_token=ABlubN3cMkpDan-AQBsWfI9oV1Iq6GscWXDmKZ-guVu8o=&xsec_source=pc_feed,5cc6335d0000000011018e9c,https://sns-avatar-qc.xhscdn.com/avatar/5f27cc9d0daafa0001e4d9ac.jpg?imageView2/2/w/80/format/jpg,认识杭州,,02-,0,0,8,元宵节·杭州吉祥里（祥符老街）爆燃英歌舞（下）上期说了有所谓不武不英歌，潮汕英歌又被誉为中华战舞。确实英歌是一种糅合南派武术、‬地方戏剧等多种元素为一体的民间舞蹈。英歌舞流传至今已有300多年的历史，它取材与歌颂于中国民间广为流传的梁山好汉的英雄故事，英歌即英雄之歌简称。英歌舞通过刚劲有力的舞步和锣鼓的节奏，展现英雄豪迈之气，传递正义与勇气。舞的畅快爽朗，舞的荡气回肠，舞的慷慨激昂。本组图片中均是20岁左右的英歌舞者，更是荷尔蒙爆棚，敲锣打鼓与击棍起舞有使不完的劲。你若在现场一定会被英歌舞所感染，吉祥里主办者在宣传招贴画中称：“潮汕英歌，热血贺岁，最强元宵气氛组”。一点没说错，英歌将元宵气氛直接燃爆。本组图片于2025年2月14日元宵节晚，拍摄于杭州吉祥里的英歌舞。#吉祥里 #祥符老街 #潮汕英歌舞 #春晚城市图鉴 #非遗里的中国年 #我眼中的非遗年 #摄影 #英歌舞把年味拉满了 #传承地方民俗文化
空中音乐会开“盲盒”🤩,https://www.xiaohongshu.com/explore/67b0946600000000290262cc?xsec_token=AByIu5fzWxEe44DAu-gXvPKrHkFcmIqUXnAbco1bnSHLY=&xsec_source=pc_feed,56985a024775a71ef4943023,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310qh8qlu6g00455hhld04c13crh2m2g?imageView2/2/w/80/format/jpg,小雨新发现,,编辑于 02-,2,0,23,杭州市上城区湖滨 in77 西子连廊，浙江省文化馆携手众多艺术单位打造 “文艺赋美” 盲盒音乐会看过现场，真的有惊喜#当然要记录啊 #万万没想到 #浙江文旅宣推官#杭州旅游 #音乐会 #黑神话悟空#电影#黑科技#记录吧就现在#去听一场音乐会
,https://www.xiaohongshu.com/explore/67b29872000000001800a980?xsec_token=ABlubN3cMkpDan-AQBsWfI9oV1Iq6GscWXDmKZ-guVu8o=&xsec_source=pc_feed,5cc6335d0000000011018e9c,https://sns-avatar-qc.xhscdn.com/avatar/5f27cc9d0daafa0001e4d9ac.jpg?imageView2/2/w/80/format/jpg,认识杭州,,02-,0,0,8,元宵节·杭州吉祥里（祥符老街）爆燃英歌舞（下）上期说了有所谓不武不英歌，潮汕英歌又被誉为中华战舞。确实英歌是一种糅合南派武术、‬地方戏剧等多种元素为一体的民间舞蹈。英歌舞流传至今已有300多年的历史，它取材与歌颂于中国民间广为流传的梁山好汉的英雄故事，英歌即英雄之歌简称。英歌舞通过刚劲有力的舞步和锣鼓的节奏，展现英雄豪迈之气，传递正义与勇气。舞的畅快爽朗，舞的荡气回肠，舞的慷慨激昂。本组图片中均是20岁左右的英歌舞者，更是荷尔蒙爆棚，敲锣打鼓与击棍起舞有使不完的劲。你若在现场一定会被英歌舞所感染，吉祥里主办者在宣传招贴画中称：“潮汕英歌，热血贺岁，最强元宵气氛组”。一点没说错，英歌将元宵气氛直接燃爆。本组图片于2025年2月14日元宵节晚，拍摄于杭州吉祥里的英歌舞。#吉祥里 #祥符老街 #潮汕英歌舞 #春晚城市图鉴 #非遗里的中国年 #我眼中的非遗年 #摄影 #英歌舞把年味拉满了 #传承地方民俗文化
一夜鱼龙舞丨在杭州也能看到鱼灯啦,https://www.xiaohongshu.com/explore/676feb5c000000000800df8a?xsec_token=ABXlVz1ee92BQJzZMq-Bb1dzwnd3INLyuJUCSAlf4W528=&xsec_source=pc_feed,602f3a3a0000000001009f32,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fg3iru96e005o1f78t097pi1naemh8?imageView2/2/w/80/format/jpg,我不是小妖怪,,编辑于 2024-12-,2,11,15,🎈杭州其实很少有这种非遗的项目，所以当知道有这种鱼灯表演的时候，便期待上了。	🎈活动是在绿城吉祥里，我们到的时候就四点多了，有不少的圣诞的装饰，还有些积印章的活动，可惜太火爆了，连续两次都没有领到卡片。	🎈各个地方都装饰了灯笼之类的东西，晚上灯一亮，非常有味道。五点的时候，还有古筝表演，喷射了不少的泡沫，非常像雪花。	🎈鱼灯活动五点半开始，真人山人海，太多人了。前面举牌子的大娘，像是赶场子一样，跑的贼快，和后面部队都脱节了。	🎈大鱼灯就两个，不过后面跟了一群小鱼，挺好玩的。总体来说。主办方搞的不错，各种氛围挺赞的，值得一看。	🏠地址：拱墅区祥符街道祥符路与大吉路交叉口向北30米🚗交通：比较便利，2号线三墩站下车🐼附近：拱墅运河体育公园、浙大艺术与考古博物馆	#鱼灯 #吉祥里 #杭州吉祥里 #杭州非遗#瞻淇鱼灯巡游 #瞻淇 #杭州拍照 #今日分享 #我的随手拍 #杭州遛娃好去 #周末遛娃想 @本地薯 @人文薯 @艺术薯 @生活薯 @摄影薯 @小红书创作助手 @小红书创作学院 @华为手机摄影
杭州吉祥里逛花朝节真好玩!,https://www.xiaohongshu.com/explore/67ef9aa9000000001c00156f?xsec_token=ABglFQxRNzkPxb4TrkBkG5VdbDFXD_zesCDwea5Nrcr5c=&xsec_source=pc_feed,5f758bad0000000001003483,https://sns-avatar-qc.xhscdn.com/avatar/648d4c297cc2803f0e60597c.jpg?imageView2/2/w/80/format/jpg,雨雾朦朦,浙江,04-04,0,2,2,#来吉祥里逛花朝节 开心!来玩了!
绿城吉祥里：祥符长桌宴,https://www.xiaohongshu.com/explore/6708bdd3000000001a022201?xsec_token=ABCLZZ-C2sfQW0UJeAGyESXNQK16ONEALVSAxeKsH7jsE=&xsec_source=pc_feed,64e6efc7000000000100546e,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315t3p7a1he005p76tv3g8l3el9pk660?imageView2/2/w/80/format/jpg,绘羽,,编辑于 2024-10-,5,3,19,绿城吉祥里坐落于杭州祥符路与大吉路交叉口，建筑融合传统江南院落与现代元素，低密且空间规划合理。有几何书店等文艺店，老头油爆虾等美食店。集文化与商业于一体，独特又迷人。	在这古风庭院与现代设计融合的商区举办了祥符长桌宴，让大家相聚于此。先来说说菜品。杭州卤鸭，那浓郁醇厚的卤汁完全沁入鸭肉之中，每一口都散发着独特的酱香，鸭肉鲜嫩多汁。糖醋里脊，外酥里嫩，酸甜可口的酱汁包裹着里脊肉，一口咬下去，先是酥脆的外皮在齿间发出声响，接着是嫩滑的肉香在舌尖散开。猪肉炖粉条，粉条吸满了猪肉的香味，猪肉肥而不腻，入口即化。小鲍鱼烧茄子，鲍鱼的鲜美与茄子的软糯完美融合，鲜香味美。金汤酸菜鱼，鱼肉鲜嫩爽滑，金汤酸辣开胃，让人欲罢不能。生炒黄牛肉，牛肉火候恰到好处，嚼劲十足，香气四溢。等等菜品，饮品有精酿啤酒、咖啡，气泡水等畅饮。	吉祥里繁华街区，却有着闹中取静的惬意。古色古香的屋檐与现代的商铺相得益彰。在这里，既能品尝到美食，又能感受独特的地域文化。如果你来这座城市，一定不要错过吉祥里，已入驻品牌，老头油爆虾，奈雪，星巴克，觅香火锅，人类的明天等等，一起city起来	#杭州绿城吉祥里#杭州长桌宴#杭州吉祥里#杭州生活#传统文化#九九重阳节#长桌宴#社区活动#吉祥里潮玩街区 #杭州旅游
,https://www.xiaohongshu.com/explore/67b18fd4000000001902e191?xsec_token=ABnVNssQBBG13ez9os06-W56WzChXItSNjJwvbYi3iddg=&xsec_source=pc_feed,5cc6335d0000000011018e9c,https://sns-avatar-qc.xhscdn.com/avatar/5f27cc9d0daafa0001e4d9ac.jpg?imageView2/2/w/80/format/jpg,认识杭州,,02-,1,2,6,元宵节·杭州吉祥里（祥符老街）爆燃英歌舞（上）杭州现在春节与元宵节与以往相比活动多太多了，以前过年通常举办个灯会猜灯迷，最多来个舞狮舞龙已经是很喜庆的事了。现在除了保留这些传统年俗活动之外，这新增添了非遗打铁花、风火轮、火壶、盒子灯、舞渔灯、变脸、傩戏表演与英歌舞等，杭州市区这过大年的几乎集全了中国民间年俗的所有传统活动。以前说城里过春节没有年味，现在年味足的很，有些甚至比农村年味还浓，热闹的很。本组图片于2025年2月14日元宵节晚，拍摄于杭州吉祥里的英歌舞非常劲爆。有所谓不武不英歌，潮汕英歌又被誉为中华战舞。如果你亲临现场，英歌舞绝对会让你血脉贲张，热血沸腾。密锣紧鼓与舞者击棍声和吆喝声，仿佛回到了韩信点兵的古战场……也许是我孤陋寡闻，除了陕北大鼓，很少有像英歌舞的锣鼓声给人以热血震撼的压迫感，那是一种视生死置之度外，勇士赴汤滔火奋勇向前的浴血奋战气势。何为热血？英歌是也。为了烘托英歌舞的气氛，图片后期作了电影色调的处理。杭州吉祥里#祥符老街 #潮汕英歌舞 #非遗里的中国年 #我眼中的非遗年 #传承地方民俗文化 #民俗文化
羡野美术馆里藏着一个布拉格小剧场,https://www.xiaohongshu.com/explore/664f39ee000000000500632d?xsec_token=ABiVwIfv4yklLi2_gJ1ofHdNUVJ_P3YsBzr47f-7RtJ3Q=&xsec_source=pc_feed,5ad182dce8ac2b68e75bf779,https://sns-avatar-qc.xhscdn.com/avatar/646b0e3fa2a62523b5dcc913.jpg?imageView2/2/w/80/format/jpg,夏小暖Summer,,2024-05-,26,11,42,城北老街改造而成的新片区——吉祥里“羡野美术馆”坐落于这个街区趁着近期有新展开幕去逛了下去年住明月松间的时候有认识“羡野”这个品牌整个美术馆分三层，结合了艺术商店、展览空间和公共活动区用色和材料大胆前卫螺旋式的金属感楼梯如同任意门原来地下还藏着一个更大的展览空间布拉格红的小房间像是欧洲的小剧场后台光影效果唯美动人忍不住和闺蜜互拍了起来，简直戏精上身😄	🏚️ 空间设计：利落建造 lialawlab 丽娅📷 @教主	———tips 羡野美术馆🖼️ 展览：mundane /小线 张剡锋⌛️展期：2024.5.18 (六) - 7.18 (四)🕐 时间：14:00 - 19:00丨周一闭馆📍 地址：杭州市拱墅区祥符南街268号5幢103室	#小红书艺术漫游 #杭州看展 #杭州旅游 #美术馆 #今日是看展人 #每日艺术分享 #杭州展览打卡 #周末去哪儿 #杭州探店 #艺术一分钟 #拍照超美的展览 #艺术空间
花开吉祥，蔷薇月季花廊，咘咘带着飞过春天,https://www.xiaohongshu.com/explore/680a2192000000001c0163dc?xsec_token=ABhTvYXL1Twuh54Iqun_i5q3f4k0C_z_HKip25akRPuV4=&xsec_source=pc_feed,64884a72000000001f00454b,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rmvpvutie6g5p4899p7ohabmipue48?imageView2/2/w/80/format/jpg,不停逛的云,浙江,编辑于 1 天前,0,0,2,吉祥里，不是工作日 就略显清冷。当然还是有点雨，太热闹 会不能独享一树花。这里的花是个人赛，当然也有小团队。最漂亮的是中心位置，诗与远方造型后面，两个小巧的月季长廊，基本上成人是不能走进去的，恰好可以转圈圈。可惜几何书店那里还没有月季花攻略：公交坐到祥符桥站，走到五里塘河边。时间早可以看古祥符桥，作为全国重点文保，包含在大运河遗址里。她比拱宸桥还古老。#咘咘cupboo #宠物机器人 #最美丽的风景在路上 #赏花正当时 #街角遇到的春天 #百花齐放春满园 #吉祥里 #祥符桥 #不止旅行 #杭州夜色 #历史街区 #杭州citywak #宠物机器人评测
,https://www.xiaohongshu.com/explore/67f4e6c4000000001c00c0b0?xsec_token=ABUJa1C-dn5Q7aJCW0p_pUUK8fM55qNRpOhzrvfskhix4=&xsec_source=pc_feed,590b3b5f82ec396b9b7ecaca,https://sns-avatar-qc.xhscdn.com/avatar/c94b2589011be6d87bfbbbf21db9e2a0.jpg?imageView2/2/w/80/format/jpg,陶佳萍,浙江,04-08,0,0,0,2025年4月4日夜，杭州市拱墅区，祥符桥街区268号，绿城吉祥里。	花开吉祥祥符花朝节之十二花神巡游盛典。
杭州西湖,https://www.xiaohongshu.com/explore/67ea37a2000000001c03dc6d?xsec_token=ABR1ryDK37U3Ppe1s2w37a-tY6DatLXqEOoAKIzU-Mb2M=&xsec_source=pc_feed,5d270ab90000000011017fb8,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31escbhipls6g5n971askavtoe65ttso?imageView2/2/w/80/format/jpg,菠萝君🍍,天津,03-31,21,3,61,一日游路线：从湖滨三公园出发，沿湖岸步行至柳浪闻莺，欣赏湖边柳色与黄莺啼鸣；接着前往雷峰塔，参观这座标志性建筑并俯瞰西湖景色；再乘坐游船前往三潭印月，打卡一元人民币背面图案取景地；下船后到花港观鱼，观赏红鱼在水中畅游；然后漫步苏堤，感受湖光山色；之后前往曲院风荷，夏季可赏荷花盛开；再到孤山公园，参观西泠印社等古迹；最后经白堤返回，路过断桥残雪。- 两日游路线：第一天游玩湖滨三公园、柳浪闻莺、雷峰塔、净慈寺、南屏晚钟、花港观鱼、苏堤等景点。第二天从断桥残雪出发，走过白堤到孤山公园，游览平湖秋月、西泠印社等，接着前往曲院风荷，再去岳王庙，最后可到杨公堤、茅家埠等地，欣赏西湖别样风光。交通指南- 外部交通：外地游客可选择乘坐飞机抵达萧山国际机场，再通过机场大巴、地铁等方式前往西湖；或乘坐火车到杭州站、杭州东站，杭州站距离西湖较近，出站后可步行或乘坐公交前往。- 内部交通：西湖周边有完善的公交网络，可到达大部分景点；还可选择地铁，龙翔桥站、凤起路站等离西湖较近；此外，景区内有电瓶车，招手即停，方便快捷。住宿推荐- 奢华型：杭州西子湖四季酒店隐匿于西湖深处，环境优美；杭州法云安缦是禅意茶园古村风格，充满特色；罗莱夏朵·杭州紫萱度假村隐迹于林水之间，还拥有米其林餐厅。- 亲子型：绿城·杭州玫瑰园度假酒店有孔雀和黑天鹅，适合带孩子游览；杭州千禧度假酒店亲子设施齐全，恒温泳池很赞。- 美景型：浙江西子宾馆·汪庄·西湖名园近靠湖边，景色宜人；杭州西湖国宾馆·西湖第一名园窗外湖光山色，美不胜收。美食推荐- 杭帮菜餐厅：杭州酒家的东坡肉、知味观·味庄的蟹酿橙、楼外楼的西湖醋鱼都是经典杭帮菜，值得一试。- 特色小吃店：方老大面的茄汁拌川、奎元馆的虾爆鳝面，深受当地人及游客喜爱。
,https://www.xiaohongshu.com/explore/67962016000000002602eb67?xsec_token=ABS3YR-64ii1SCQymj4uvNZl72C8CAFB7-Fkgri5FG-Qc=&xsec_source=pc_feed,5ca552e0000000001101968c,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fa273eon0005n55abg4b5kc6efnut0?imageView2/2/w/80/format/jpg,lsblE1314,,01-,0,0,2,杭州打卡拍照📸📍运河天地📍绿城吉祥里📍杭州之门
美爆了！是谁还不知道祥符老街也有花船快闪,https://www.xiaohongshu.com/explore/67ecc81d000000001c030bcd?xsec_token=ABhs3lWDzRUH1EiWi_ltYDBmjgUEwynIYFg4cAEMGOgG8=&xsec_source=pc_feed,63eb18ab00000000270373d1,https://sns-avatar-qc.xhscdn.com/avatar/643cf5a54ebc500001375ecc.jpg?imageView2/2/w/80/format/jpg,杭州吉祥里,浙江,编辑于 04-02,2,0,4,春水碧于天，画船听雨眠专为花朝节打造的花船快闪持续到4月6号，赶紧穿上汉服来拍大片！4月4日-4月6日，还有花神巡游、花朝集章、芳菲市集…现场超级好逛！	tip:穿汉服加入花神巡游还有伴手礼哦，欢迎各位同袍来吉祥里过春天！#春天开幕式 #绿城吉祥里 #祥符老街 #坐着游船逛集市 #春花遇上中式建筑 #穿着汉服去赏花 #来吉祥里逛花朝节
杭州拱墅吉祥里，遛娃独处拍照逛展好去处,https://www.xiaohongshu.com/explore/66652112000000000d00d177?xsec_token=ABmloyIJWG3qPgrHerT648Zw35YLdKO2wfllwoC_seaYE=&xsec_source=pc_feed,5efbd30d00000000010046d7,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312t717sg5c005nnrqc6g8hmnkimo2m8?imageView2/2/w/80/format/jpg,MMaoCafe猫叔咖啡-杭州,,2024-06-,2,0,2,经过将近一年的开业时间，吉祥里商业街越来越社区化，很多人来遛娃，也有人来看看书、喝杯咖啡交流。我们新增了手工制作和花艺。也是为了更好的去体验。遇上夏季，我们还出品了鲜花x咖啡组合、围炉缤纷水果茶。#杭州 #咖啡 #杭州遛娃好去处 #阅读
城西的网红吉祥物换新啦,https://www.xiaohongshu.com/explore/66f107fb000000001b0209ff?xsec_token=AB1Ni--NV7Cu28CeyYPvG0F3d4O4yFe7rIgkT1OxCDNPk=&xsec_source=pc_feed,5f43bc090000000001002da7,https://sns-avatar-qc.xhscdn.com/avatar/6383a16c616f861688182c22.jpg?imageView2/2/w/80/format/jpg,Vivian的文艺小世界,,编辑于 2024-09-,8,9,19,城西古荡地铁口的绿植吉祥物，继一年的绿兔子，开花的兔子🐰后，换新成了“跳舞”的小熊猫🐼，囧囧憨憨的样子太可爱了。	#吉祥物 #城市的一百种玩法 #假日citywalk #杭州热门 #熊猫 #绿植 #景观 #网红打卡地#古荡地铁口
,https://www.xiaohongshu.com/explore/67b29826000000001800a77b?xsec_token=ABlubN3cMkpDan-AQBsWfI9sOPNKyCOzagvY0u7kbTgBU=&xsec_source=pc_feed,5cc6335d0000000011018e9c,https://sns-avatar-qc.xhscdn.com/avatar/5f27cc9d0daafa0001e4d9ac.jpg?imageView2/2/w/80/format/jpg,认识杭州,,02-,1,0,4,元宵节·杭州吉祥里（祥符老街）爆燃英歌舞（下）上期说了有所谓不武不英歌，潮汕英歌又被誉为中华战舞。确实英歌是一种糅合南派武术、‬地方戏剧等多种元素为一体的民间舞蹈。英歌舞流传至今已有300多年的历史，它取材与歌颂于中国民间广为流传的梁山好汉的英雄故事，英歌即英雄之歌简称。英歌舞通过刚劲有力的舞步和锣鼓的节奏，展现英雄豪迈之气，传递正义与勇气。舞的畅快爽朗，舞的荡气回肠，舞的慷慨激昂。本组图片中均是20岁左右的英歌舞者，更是荷尔蒙爆棚，敲锣打鼓与击棍起舞有使不完的劲。你若在现场一定会被英歌舞所感染，吉祥里主办者在宣传招贴画中称：“潮汕英歌，热血贺岁，最强元宵气氛组”。一点没说错，英歌将元宵气氛直接燃爆。本组图片于2025年2月14日元宵节晚，拍摄于杭州吉祥里的英歌舞。#吉祥里 #祥符老街 #潮汕英歌舞 #非遗里的中国年 #我眼中的非遗年 #传统手艺过春节 #摄影 #传承地方民俗文化
一年了，写写杭州最爱的餐厅,https://www.xiaohongshu.com/explore/6809aa8b000000001d002a62?xsec_token=ABQRUM0QsVTLFMGfxcWMGZOvOTVijXky3ea7VQOPfLyKM=&xsec_source=pc_feed,5656dc29b8ce1a63deb90a20,https://sns-avatar-qc.xhscdn.com/avatar/6247f7fddb93218e07a45580.jpg?imageView2/2/w/80/format/jpg,家书js,浙江,编辑于 昨天 07:46,127,29,180,昨晚又在鸟檐喝到12点。我们几个人每月会在这里聚一次，吃闫师傅准备的各种好看的鱼，和苏师傅在那扇玻璃后面烤的烧鸟。漫长的聊天，碰杯子，一次次把那个很重的板前椅子拉出来推回去。断片儿，大声笑，也哭。刚刚我打开相册，发现从一年前开始，每隔一段时间就会有在鸟檐的照片。然后就会想到，哦那天发生了那件事，她分享了那个重要的人生时刻，她唱了那首歌，她为那个人哭。就是会想到。	我第一次去，就知道还会有无数次。你不得不相信磁场、纠缠、化学反应这种事。我一直都和别人说，鸟檐的食物是杭州天花板。其实，虽然已经去过那么多号称是天花板的餐厅，但没有一个地方，给过我如此幸福的体验。这个幸福包括好吃，但不只是好吃。“我们来这儿不只是吃东西，我们来这儿是为了分享。”我昨天是这么和朋友们说的。“我好喜欢鸟檐呀，因为我觉得他们好尊重小朋友！”我的女儿是这么和我说的。	鸟檐的外面有一个露台，两棵好看的树，一条河，一座桥。树上挂着一些风铃。有一个晚上，喝了很多酒之后，不知道过了多长时间，风铃响起来，忽然春雷滚滚，很细的雨斜着飞过来，我看了一眼手机，3:49。有一条毯子，有一座闪光的银色屋檐。有朋友在身边。后来没有日出，但是天也亮了。	所以我不知道，我能不能把这家餐厅分享给其他人。但我祝愿你，在你的城市也能遇到这样的餐厅。为了鸟檐能长命百岁，现在我要把小红书给我提示的所有tag都给他放上。#私藏小众餐厅 #吃个漂亮饭 #美食荒漠里的绿洲 #料理 #宝藏餐厅分享 #我的氛围感餐厅 #会重复去的餐厅 #创新融合菜 #餐厅推荐 #氛围感饭厅 #那些吃到的漂亮饭 #氛围感餐饮 #杭州烧鸟#杭州日料 #杭州探店#鸟檐
,https://www.xiaohongshu.com/explore/67b18f3b000000001701ec3a?xsec_token=ABnVNssQBBG13ez9os06-W5yyosvyW_UqTb4Q4drqzzy0=&xsec_source=pc_feed,5cc6335d0000000011018e9c,https://sns-avatar-qc.xhscdn.com/avatar/5f27cc9d0daafa0001e4d9ac.jpg?imageView2/2/w/80/format/jpg,认识杭州,,02-,1,0,4,元宵节·杭州吉祥里（祥符老街）爆燃英歌舞（上）杭州现在春节与元宵节与以往相比活动多太多了，以前过年通常举办个灯会猜灯迷，最多来个舞狮舞龙已经是很喜庆的事了。现在除了保留这些传统年俗活动之外，这新增添了非遗打铁花、风火轮、火壶、盒子灯、舞渔灯、变脸、傩戏表演与英歌舞等，杭州市区这过大年的几乎集全了中国民间年俗的所有传统活动。以前说城里过春节没有年味，现在年味足的很，有些甚至比农村年味还浓，热闹的很。本组图片于2025年2月14日元宵节晚，拍摄于杭州吉祥里的英歌舞非常劲爆。有所谓不武不英歌，潮汕英歌又被誉为中华战舞。如果你亲临现场，英歌舞绝对会让你血脉贲张，热血沸腾。密锣紧鼓与舞者击棍声和吆喝声，仿佛回到了韩信点兵的古战场……也许是我孤陋寡闻，除了陕北大鼓，很少有像英歌舞的锣鼓声给人以热血震撼的压迫感，那是一种视生死置之度外，勇士赴汤滔火奋勇向前的浴血奋战气势。何为热血？英歌是也。#杭州吉祥里 #祥符老街 #潮汕英歌舞#非遗里的中国年 #我眼中的非遗年 #摄影 #英歌舞把年味拉满了 #传承地方民俗文化 #民俗 #镜头里的年味
藏在烟火气里的橙黄色的书店,https://www.xiaohongshu.com/explore/674bc5490000000008007429?xsec_token=ABrFKj1fIgEWCKeh94edDsP23Wo1-IlhptUtaDTVXE2Bo=&xsec_source=pc_feed,5ed59bca0000000001003afa,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fi7j2b0ni005nmljf508enqidg6dl8?imageView2/2/w/80/format/jpg,字里行间的金小禾,,2024-12-,0,0,1,好久没逛书店了，发一个前段时间去逛的书店——几何书店。	在吉祥里，街区不大，五脏俱全。餐饮、小店、闲坐、遛娃，都可以实现。	最意想不到的可能就是这家几何书店了吧！在吉祥里的里面，有露台的两层小楼，乍一看，栅栏上好像有字，仔细一看是“几何书店”，文艺的味儿有了。（请原谅散光人士，裸眼有时候真的一眼没看到）[害羞R]	一楼喝咖啡☕️，几张椅子，有阳光时，随意坐坐，晒晒太阳，好不惬意。走上旋转楼梯，便是二楼书店的空间。	说起这个旋转楼梯，就像脱口秀里“和女友旅行热衷住loft”一样，哪个爱拍照的女孩子不热爱楼梯，并且还是旋转楼梯，简直是要尖叫的节奏！这旋转楼梯的扶手是凹凸不平的白色矮墙，好像在一步步走进童话里精灵的家！在这里穿古灵精怪的衣服，肯定很出片。	二楼书店蛮宽敞的，在最显眼的地方，摆放着最近热门的书刊。往里面走，做成拱形的走廊一面墙上装了两排橙黄色透明亚克力隔板，摆放着书籍和小物件，另一面贴满橙黄色长条瓷砖的半墙上放得一排整齐的外文书，至于卖不卖，就不知道了，或许有些是珍藏的呢！	再往里面走，是书架的地方了。经济、哲学、儿童、少年、文学、艺术和文创，还有两张小圆桌。走到里面回头一看，发现刚走过的那个拱形走廊旁边还有一个拱形走廊，这或许就是读者会莫名喜欢上某个地点的原因吧！	继续转回到旋转楼梯的上来的地方，一排书架上摆满了考公的资料。也对，诗与远方也要先吃饱肚子。“存在即合理。”这些书也没什么！	二楼书店可以去露台，露台很长，摆了许多桌椅，能想象得出，天气好的时候，和朋友家人在这里喝喝咖啡、聊聊天，看看旁边追逐的孩子，生活的美好就这么脑补出来了！即便是自己一个人，随手拿一本书看看，保不齐就遇到了喜欢的，阴天晴天也无所谓了！	其实几何书店最大的惊喜是在二楼有一间很宽敞的剧场，里面有小朋友的桌椅，可想这里一直有孩子们的欢乐；看到有投影，或许这里也有大人的笑声。在这样的书店里，还有专门的空间去容纳人们对共同喜爱的渴望，实属难得！	趁着初冬阳光☀️还暖，不如去这里重构我们的精神角落。	#重构我们的精神角落 #那方阅读空间 #让我怦然心动的小书店 #书店 #书店推荐 #杭州 #几何书店 #周末 #书籍 #阅读
【圣地巡礼】杭州就是一个巨大的邦邦,https://www.xiaohongshu.com/explore/67c047b4000000002901b90e?xsec_token=ABdf1sWuZkAu2zvXZZisM7Id2PjhfVGeNSqORdH7oQyds=&xsec_source=pc_feed,63592c82000000001802fd6b,https://sns-avatar-qc.xhscdn.com/avatar/6389356fafc5a697bf29a012.jpg?imageView2/2/w/80/format/jpg,不依居士,,编辑于 03-,32,6,113,祥睦桥：地铁5/10号线和睦站A出口出站后沿萍水东街向东北方向步行至运河吉如睦祥公寓：祥睦桥沿东北方向转入严家桥街，位于吉如家园南门旁华祥桥：地铁3号线华丰路站出站，于西南侧换乘125路或99路公交车，在华祥桥站下车，沿华中南路往北步行至留石高架路下方长睦家苑：地铁3号线丁桥站D出口花园BOX、花园岗街、花园岗大厦、花园岗地铁站：地铁10号线花园岗站#圣地巡礼 #邦邦 #bangdream #mygo #杭州
