评论,打分,积极评价要素词汇_1,,,,,,,,,,,,
??清明上河图，想必大家都听说过吧最近发现在成都周边的崇州元通古镇可以拍摄类似的场景画面，于是为了这组照片，我们特意起早凌晨五点出门，赶在日出前夕到达古镇。.??关于拍摄：1??拍摄设备：DJI Air 32??拍摄时间：早上7-8点左右3??拍摄难度：★★★★4??后期修图：Adobe Photoshop 2024.???拍摄攻略：1??至少提前一天查看天气情况，拍摄当天需要晴朗的大晴天，这样才会有机会拍摄到晨雾。如果前一天晚上下雨，第二天一早放晴的天气最佳，这样的话天空会比较通透，可以清晰看到古镇后面的雪山群。2??一定要赶早！赶早！赶早！建议日出前半小时赶到目的地，然后做好拍摄前期工作准备。3??因为整个古镇建筑群都比较低矮，高楼极少，且不一定能够轻松上去，所以建议采用无人机航拍的方式进行拍摄。4??当地居民早上会烧火做饭，记得抓住炊烟时刻，拍出来会更有意境美。.??后期思路：第一，我们来看看拍摄的内容环境，这里是个古镇，有河流、塔、人间烟火，再加上背景雪山群，这些内容组合在一起，有木有直接联想到山水水墨画。第二，因为是无人机航拍的，加上清早晨雾的缘故，拍出来的照片画质不会很好（御3pro、悟系列除外），所以我们需要对其进行除雾去朦胧处理，并适当加点锐度。第三，我们再来分析一下原图的色彩，整体给人一种有些杂乱的感觉，色彩有些过多，而水墨画的特点呢，是低饱和，色彩简约。所以我们需要对整个图片的颜色做减法，一般保留两到三个颜色就好。最后，我们通过蒙版的运用，对其局部进行调整，增加整个画面的层次感。.?营业时间：全天24小时，建议游玩时间半天至一天。.??人均消费：无门票免费，停车费10元。.??详细地址：成都市崇州市元通古镇.??交通攻略：1??自驾??：成都市区出发，成温邛高速→崇州出口→华怀路→元通，约1小时车程。2??公共交通??：成都茶店子车站/东站汽车站乘坐大巴至崇州，转乘崇州-元通公交（302路）。.我是喜欢旅行喜欢摄影，乐于记录生活分享生活的晓悟，大家喜欢的话就支持一下，点个关注和赞。谢谢！??????       ,1,,,,,,,,,,,,,
"春日漫游｜在江南最后的秘境，摇进千年慢时光??新市古镇 杭州周边游 江南水乡	??【打卡点推荐】1. 摇橹船入画撑一叶木舟，听橹声咿呀，穿过72座古桥。两岸青砖黛瓦倒影成诗，暮色降临时红灯盏盏点亮，涟漪荡碎星河，随手一拍都是《梦华录》同款江南。	2. 古桥寻仙踪会仙桥、望仙桥、驾仙桥…带“仙”字的古桥藏着道教传说。踩过宋代太平桥的婚俗石阶，广福桥石刻诉说着《蚕花姑娘》的电影故事。	3. 西河口老街烟火原住民在河边晾衣煮茶，茶馆里飘着吴侬软语，蒸笼腾起茶糕的热气，仿佛闯入活态《清明上河图》。	??【古镇必吃】?? 新市羊肉面：肥瘦相间酱香扑鼻，配黄酒才是本地人隐藏吃法！百年老店“张一品”连乾隆都馋。?? 茶糕：糯米皮裹鲜肉爆汁，配清茶开启水乡早晨，“碾米村前白鹭低”的诗意早餐。?? 玲阿娘梅花糕：央视认证！红豆沙甜糯不腻，刚出锅的脆皮咬下瞬间治愈。	??【出片指南】??汉服旅拍：@华裳集租宋制汉服，在运河码头、明清宅院拍出“青衫烟雨客”大片。??夜景机位：觉海寺红墙光影、游船码头灯笼阵、石板巷陌烟火市井。	??【攻略贴士】??门票：免费！展馆24年5月起全免??交通：杭州自驾1.5h，高铁到德清站打车30min??住宿：推荐运河边@新市古镇假日酒店，推窗见摇橹船，夜枕流水入眠	?文案灵感库> “出得门来便入船，何窗何户不清妍”> 这里没有乌镇的人潮，只有晾晒的衣裳与茶香> 摇摇晃晃的慢时光，把心事都说给流水听      ",9,"古镇原貌,商业水平不高,童年的梦,江南水乡,秘境,慢时光,摇橹船,古桥,青砖黛瓦,红灯,星河,道教传说,婚俗石阶,电影故事,老街烟火,原住民,吴侬软语,茶糕,诗意早餐,羊肉面,黄酒,百年老店,玲阿娘梅花糕,央视认证,汉服旅拍,夜景机位,红墙光影,灯笼阵,石板巷陌,免费门票,交通便利,住宿推荐,运河边,推窗见景,夜枕流水",,,,,,,,,,,,
今天人不算太多。六年前来过一次，那时候印象太好了，可惜再来不是那个味道了，商业化推进在所难免。那些美食还是一样好吃！梅花糕，羊肉面，茶糕，烧卖，麦芽糖，还有了咖啡店！,1,,,,,,,,,,,,,
“夜市桥边火，春风寺外船”沿着大运河，寻找最有烟火气的浙江运河古镇相伴而生，往来商旅间，也不乏诗人的身影于是，这种相遇，让大运河成为大地上行走的诗乌镇、南浔古镇、西塘古镇、新市古镇、桥西直街……运河时代繁华一时的古镇，如今洗尽铅华留下一个“小桥流水人家”诗词里的柔情江南--------------------最后，把我走过的大运河诗路所经过的城市奉上：新市古镇（湖州）、南浔古镇（湖州）、秀洲（嘉兴）、乌镇（嘉兴）、塘栖古镇（杭州）、拱宸桥（杭州）、小河直街、桥西直街（杭州）、西兴古镇（杭州）、仓桥直街、八字桥直街、书圣故里（绍兴）、东湖（宁波）@摄影薯??@VLOG薯????????????????????,9,"新市古镇,小桥流水人家,诗词,柔情江南,烟火气,大运河,诗路",,,,,,,,,,,,
"??莫干山被称为“全球最值得去的45个地方之一”，4A级景区，山青水秀，非常值得一来。??这次小编整理了莫干山12个景点和美食攻略，快点喊上小伙伴们一起收下吧！[赞R][赞R][赞R]	??游玩类型:??一天一夜??Day1:莫干山风景区-庾村??两天一夜??Day ：莫干山风景区-庾村Day2: 十八道湾漂流-新市古镇??三天两夜??Day1: 义远有机农场-下渚湖湿地公园Day2: 莫干山风景区-庾村Day3: 鱼鳞坝-漂流/碧坞龙潭	??交通??杭州-莫干山 1.5h??上海-莫干山 2.5h??南京-莫干山 3h	??景点推荐：??莫干山风景区??庾村??鱼鳞坝??义远有机农场??碧坞龙潭??新市古镇??大斗坞水库??下渚湖湿地公园??十八道湾漂流??DISCOVERY探索乐园??上渚山奇幻谷??裸心堡	??注意事項??1. 七八月可能受台风天气影响，部分时段有雷暴雨天气，建议出行前查看天气预报??，晴天多云出行，下雨??会错过很多景点。??2. 出行建议选择自驾，莫干山景点较为分散，公共交通比较不便??3. 来莫干山少不了玩水记得给自己背上一身泳衣??！！！??4. 景区内会有蚊虫叮咬，一定一定记得带驱蚊水和花露水。????5. 住宿的话有条件一定要选莫干山山景房??，绝美风光净收眼底。	??住宿推荐??壹家墅?莫干山庾村店壹家墅别墅（莫干山庾村店）别墅多为现代简约+野奢的装修风格，全落地窗、大理石地面、豪华配置。体验莫干山文化??、当地人别墅生活??和当地特色高端饮食???皆近在咫尺。	??美食推荐??金鱼妈妈 山野·食趣(庾村店)  4.0??山泉竹林土鸡汤，油焖茶香虾，莫干湖秘制鱼煲，?? 莫干兰庭餐厅·民国小院(庾村店)  4.6??招牌砂锅土鸡，招牌鱼头煲，笋干老鸭煲??浙里餐厅(庾村店)  4.8??招牌土鸡煲，肉汁笋干，水库鳊鱼??来·莫干餐厅(庾村店)农家砂锅土鸡煲，肉汁笋干，特色鱼煲	         ",7,,,,,,,,,,,,,
德清县位于浙江省北部，隶属于湖州市，靠近杭州，地理位置优越，近年来发展迅速，展现出多方面的潜力：1. 地理位置优势- 德清紧邻杭州，属于杭州都市圈的一部分，能够承接杭州的产业、人口和资源外溢。- 交通便利，杭宁高铁、高速公路等使德清与杭州、上海等大城市的联系更加紧密。2. 经济发展- 德清的产业结构较为多元，涵盖先进制造业、绿色产业和高新技术产业。- 莫干山高新区是德清经济发展的重要引擎，吸引了大量高科技企业和创新资源。3. 生态环境- 德清以莫干山闻名，自然环境优美，适合发展生态旅游和康养产业。- 近年来，德清在生态保护和可持续发展方面表现突出，吸引了大量游客和投资者。4. 文化旅游- 莫干山是著名的避暑胜地，民宿产业发展迅速，成为全国标杆。- 德清还拥有丰富的历史文化资源，如新市古镇等，文化旅游潜力巨大。5. 科技创新- 德清积极推动数字经济、地理信息产业等新兴领域的发展。- 德清地理信息小镇是全国知名的特色小镇，集聚了大量地理信息相关企业。6. 政策支持- 作为长三角一体化的重要组成部分，德清享受国家和地方的政策支持。- 政府大力推动基础设施建设，提升城市功能，吸引更多企业和人才。7. 房地产市场- 随着杭州房价上涨，德清成为杭州外溢购房需求的重要承接区域。- 德清的房地产市场需求稳步增长，尤其是高端住宅和度假房产。总结：德清凭借其优越的地理位置、良好的生态环境、多元的产业结构和政策支持，展现出强劲的发展潜力。未来，随着长三角一体化的深入推进，德清有望成为区域经济的重要增长极。,8,"新市古镇,历史文化资源,文化旅游潜力",,,,,,,,,,,,
梅花糕底下塞了一块猪油，一口咬下去，喷香！[哇R]       ,9,"梅花糕,猪油,喷香",,,,,,,,,,,,
"烟水入梦，丝韵如歌。@周洁琼 身着汉服华裳、以羽冠珍珠妆化身“蚕花姑娘”，缓步轻行于德清新市古镇间。她越过小桥流水，漫步悠悠河畔，穿行在桑田古巷之间，将桑蚕文化娓娓道来，也探索着这座江南古镇的诗意灵韵。	  	监制：蔡晓莉导演：Jida摄影指导：惟德制片：Shinji美术指导：科婷执行制片：任敬文执行美术：顾乡剪辑：力力后期/调色：杨启新合作鸣谢：浙江德清新市古镇",9,"古镇, 汉服, 蚕花姑娘, 小桥流水, 桑田古巷, 桑蚕文化, 诗意灵韵",,,,,,,,,,,,
南浔古镇位于浙江省湖州市，是江南六大古镇之一，以其古朴的水乡风貌、深厚的历史文化和精致的园林建筑闻名。1??基本信息地址：浙江省湖州市南浔区南浔镇开放时间：夏季（4月-10月）：8:00-17:00冬季（11月-3月）：8:00-16:30门票：联票：约95元（包含小莲庄、嘉业堂藏书楼、张石铭旧宅等主要景点）。夜间票（17:00后）：部分区域免费开放，但景点关闭。2??必游景点推荐1. 小莲庄南浔首富刘镛的私家花园，以荷花池、西洋建筑风格的“东升阁”为特色，夏季荷花盛开时最美。2. 嘉业堂藏书楼中国近代著名的私家藏书楼，园林与书楼结合，文化气息浓厚。3. 张石铭旧宅中西合璧的“江南第一宅”，融合巴洛克风格与传统中式建筑。4. 刘氏梯号（红房子）红色砖墙的西洋建筑，适合拍照打卡。5. 百间楼沿河而建的明清民居群，免费开放，傍晚时分灯光倒映水面，极具水乡韵味。6. 辑里湖丝馆了解南浔作为“丝绸之府”的历史，展示传统丝绸制作工艺。3??特色体验乘摇橹船：票价约40元/人（按船收费，可拼船），推荐从广惠桥到小莲庄段，感受水乡慢生活。夜游南浔：百间楼夜景静谧迷人，灯光点缀下比白天更显诗意。品尝三道茶：南浔特有的待客茶礼：风枵茶（甜）、熏豆茶（咸）、清茶（淡），推荐在沿河茶馆体验。4??美食推荐1. 状元楼必点：双交面（酥肉爆鱼面）、浔蹄。2. 长兴馆老字号，推荐清蒸白鱼、绣花锦菜（本地特色蔬菜）。3. 小吃：定胜糕、桔红糕、臭豆腐、芡实糕（适合当伴手礼）。5??住宿建议古镇内精品民宿：南浔沉香会馆（古宅改建，临水而居）、理想三旬（文艺风格）。性价比酒店：古镇外有全季、汉庭等连锁酒店，价格更实惠。6??交通指南自驾：杭州/上海出发约1.5-2小时，古镇周边有停车场（收费约10元/天）。公共交通：高铁至湖州站，转乘101路公交直达南浔（约1.5小时）。上海、苏州有直达大巴。7??游玩事项1. 建议游玩时间：1-2天，一日游可重点逛核心景点，住一晚更能感受清晨和夜晚的宁静。2. 联票当日有效，提前网购（如携程）可能优惠。3. 古镇石板路穿舒适鞋子，夏季注意防晒防蚊。4. 避开节假日（如国庆、五一）可享受更清静的体验。    ,1,,,,,,,,,,,,,
??三天两夜湖州深度游｜2025年6月新晋顶流玩法·承包诗画江南与赛博山水的极致碰撞???Day1：莫干山元宇宙奇遇??5:30 裸心堡悬崖观日（2025新开AR全息云海）??黑科技：佩戴华为Vision Pro触发《卧虎藏龙》竹林打斗特效??独家机位：剑池瀑布前拍"御剑飞行"悬浮照（租赁点提供磁悬浮石板）??8:00 庾村广场早市（必尝：猪肝炒年糕+古法藕粉冻）??10:00 莫干山民国图书馆（2025开放数字剧本杀《潜伏》）??隐藏任务：找到5本带芯片的古籍触发密室??14:00 仙潭美术馆新展（AI生成莫干山四季动态水墨）??19:30 荧光水森林夜游（2025新增全息萤火虫银河）??Day2：南浔古镇次元革命??6:00 百间楼雾中摇橹（2025升级声控船夫系统）??暗号："菰城烟雨"解锁AR版《江南百景图》??9:30 张静江故居（2025新推数字管家还原1925年生活场景）??必体验：穿戴民国校服拍全息家族合影??12:00 状元楼双浇面（创新吃法：爆鱼+酥肉分子泡沫）??15:00 辑里湖丝博物馆（体验AI缫丝机器人+3D蚕茧雕刻）??20:00 頔塘故道灯光秀（每周六限定《丝路千年》全息投影）??Day3：太湖星辰计划??5:00 太湖月亮广场追霞（2025新设彩虹栈道AR滤镜）??爆款内容：穿汉服拍"七星级酒店穿越古代"对比照??8:30 长田漾水上森林（2025开放透明皮划艇观鱼系统）??黑科技：投喂智能鱼群触发灯光矩阵??12:00 太湖船菜研究所（必吃：AI控温的银鱼羹+全息摆盘的湖羊肉）??14:00 湖州影视城（2025新开《三体》红岸基地实景）??必买：数字湖笔（扫码生成书法教学）+ 太湖珍珠NFT??住宿红黑榜：??红榜：① 裸心谷树顶别墅 ② 南浔花间堂·求恕里 ③ 太湖马桶圈酒店星空房??黑榜：?古镇河景房（梅雨季潮湿严重）??2025必吃清单：?三大非遗焕新：周生记馄饨盲盒｜丁莲芳千张包太空冻干｜震远同玫瑰酥糖香水?三大暗黑科技：AI调香的臭豆腐｜3D打印定胜糕｜全息投影的湖鲜宴?避雷：衣裳街网红奶茶（推荐去金婆弄社区老店）??爆款生产线：? 《梦华录》×南浔古镇AR换装挑战（带  ,1,,,,,,,,,,,,,
佛家有云：人生哪有能如意，万事只求半称心[合十R]新年，心态调节上了新高度，深入思考后，总能找到解脱情绪的方法，不可谓不幸运[耶R],8,"佛家,心态调节,深入思考,解脱情绪,幸运",,,,,,,,,,,,
[一R]清明假期高速免费，从张家港开车到湖州德清县新市古镇约240公里，一路畅通花费2.5小时。[二R]景区不大，特色景点有状元桥，太平桥，钟楼弄，西河口。[三R]商业化较严重，肯德基，星巴克，必胜客，瑞幸应有尽有。[四R]小桥流水意境不错，十点还有美女水上漂的表演，慵懒的在河边喝喝茶相当惬意。[五R]中午驱车30多公里打卡陈都乐浙江土菜馆(余英坊店)，人较多，胜在翻桌率高，饭菜较满意。[六R]下午入住德清莫干山地信开元名庭大酒店，价格适中，准备三点出发庾村广场看夜景。    ,1,,,,,,,,,,,,,
"一直想拍一株梨花，上周末终于在距离杭州仅30公里的新市古镇，找到了这棵在硕大无朋的梨树。我们遇到她的时候，她正默默守在古镇青绿的河道边，纷纷开且落。偶有游人驻足观望，惊叹于自然之力。	那日我提着琴，凭栏而立，看一树如雪的繁花，忽然想到，这不正是苏轼诗里「惆怅东栏一株雪，人生看得几清明」的现实写照吗？	??定位：湖州新市古镇中心位置??门票：无	??花期预计：本周内??拍摄时间：2025年3月23日	?? ?? ?? ?? ?? ?? ?? ?? ??",9,"古镇原貌,自然之力,梨花,硕大无朋,青绿河道,游人驻足,东栏一株雪,人生清明,无门票,中心位置",,,,,,,,,,,,
"看公共区域说它是英迪格也不为过	但是！回到房间内，那还是跟英迪格稍有差距	总之业主挂牌holiday inn，我觉得是明智之举，会让人有种物超所值的感觉	1?? 这家周末价格并不便宜，目前??上有套餐，如果超过600一晚，请谨慎考虑2?? 所在地是一个古镇，风光与其他古镇并无差别，如果单纯为了古镇来，请慎重3?? 早餐一般，不含早也不用额外交钱4?? 想要住古香古色那栋楼，提前跟前台说，但是只有双床5?? IHG 普卡也有欢迎水果hhh 简直是喜出望外	我认为很适合江浙沪周末staycation ，人不太多的古镇，围炉煮茶，不甚惬意       ",1,,,,,,,,,,,,,
"浙江免费古镇盘点来啦，个个都是免费宝藏地，江浙沪周末走起～	??南浔古镇江南6大古镇之一，古建筑村落众多，保存了典型的江南水乡风貌??湖州市南浔区南浔镇人瑞路51号	??鲁迅故里位于绍兴古城，完整保存了粉墙黛瓦坡青石的建筑格调，还可以坐上乌篷船感受小桥流水的水乡气息??绍兴市越城区鲁迅中路241号	??柯桥古镇拥有1700多年历史，也是浙江著名的水乡集镇之一，石桥、长廊、纤塘道和明清建筑群等构成了这里的古越风情??绍兴市柯桥区笛扬路商业步行街	??鸣鹤古镇距今1200多年，古镇依白洋湖而建，紧邻五磊山景区，也是名副其实的山水古镇??宁波市慈溪市观海卫镇禹皇路999号	??塘栖古镇京杭大运河从古镇穿过，两岸是古色古香的老房子，古镇的枇杷和传统糕点也很有特色??杭州市余杭区塘栖镇	??廿八都古镇地处浙江、福建和江西交界处，也被称为一脚踏三省，古镇上建筑很有特色，融合了三省风格??衢州市江山市枫岭路1号	??新市古镇拥有明清宅居群、觉海寺院和众多古桥梁，西河口水街古建筑集中，保存也很完整，靠街骑楼也很有特色??湖州市德清县新市镇对峰浜1号	??崇仁古镇古镇历史悠久，保存了明清甚至早到宋朝的古宅，清一色的青砖灰瓦建筑，直街上还有很多传统手工作坊??绍兴市嵊州市北街与竹行街交叉口向东北约200m	??梅城古镇因城墙造型似梅花而被称作梅城，老街上全是古城墙和古建筑，老牌坊也很有烟火气??建德市梅城镇	??安昌古镇依水而建的江南水乡，古镇上大多是当地人，商业化气息不重，烟火气很浓郁，安昌腊肠、扯白糖等传统小吃也很有名??绍兴市安昌镇	 ",8,"古镇原貌,商业水平不高,童年的梦,古建筑,水乡风情,历史沉淀,传统手工作坊,烟火气,特色小吃",,,,,,,,,,,,
五一计划在景区搞个“星光集市”暖光灯光下、古镇景区里来自五湖四海的朋友的社交、小憩圈。地点：浙江湖州感兴趣的、初创伙伴、集市大佬都可以来聊聊～我出搭建、出场地、出水电。       ,8,"星光集市,暖光灯光,古镇景区,社交,小憩圈,搭建,场地,水电",,,,,,,,,,,,
??????????????|湖州??德清·新市古镇??漫步在千年历史的石板路上，每一步都能踩到故事。??运河边的风带着水汽，吹散了所有焦虑。在千年烟火气里，遇见江南最温柔的慢时光”- “新市古镇｜被运河唤醒的‘小上海’，藏着生活最本真的样子”??推荐打卡点1?? 觉海禅寺：红墙古刹，禅意十足2?? 西河口老街：原住民的生活剧场，烟火气max！3?? 陈家弄：窄巷光影，拍照绝绝子??必吃美食：- 林家铺子的茶糕（糯叽叽星人狂喜）- 梅花糕&羊肉面（本地人私藏！）??Tips：自驾导航‘新市游客中心免门票停车5元一小时建议住一晚，感受清晨无游客的静谧时光?开放时间：全天展馆：8:30-16:30??门票：开放式景区 /景点永久免费,1,,,,,,,,,,,,,
新市古镇热闹非凡,8,热闹非凡,,,,,,,,,,,,
春天气温回暖点开地图，杭州临平出发，选择一个小众小镇即刻出发在新市古镇晒晒太阳，看老人们晒着太阳聊着天惬意自在古镇不大，商业气息较差（打造过，估计人流量不行）但一些知名品牌也有入驻在古镇中心一颗春日梨花盛开超级好看！值得打卡??免费???好停车，游客中心前??建议自驾（公交：乘坐418M到禹越镇汽车站，乘坐351（时间记得卡准哦）??尼康zfc 50-250         ,1,,,,,,,,,,,,,
今天人不算太多。六年前来过一次，那时候印象太好了，可惜再来不是那个味道了，商业化推进在所难免。那些美食还是一样好吃！梅花糕，羊肉面，茶糕，烧卖，麦芽糖，还有了咖啡店！,5,,,,,,,,,,,,,
楝树花开，随风飘散在河边喝茶吹吹风晃悠一下午,9,"楝树花,河边,喝茶,吹风,晃悠,下午",,,,,,,,,,,,
从莫干山出发到新市古镇河两边狭窄的过道里，到处是围炉煮茶的人，看着却不像游客，他们有游客身上没有的懒懒惬意，慢悠悠地品茶聊天。小镇不大，北边区域像是还没开发（图4-6），南边区域更热闹些。路过一个老铺子，买了三个麦芽圆子(图8)，不管是原味还是豆沙和核桃味，都是很甜，我一个南京人接受无能。在姚记茶糕买了一个咸的一个甜的茶糕，肉馅的有点味道。接近晚饭点，四点多到达元松羊肉（图7），居然只剩下羊骨头了，味道很好，就是咸了。   ,1,,,,,,,,,,,,,
"浙江省湖州市德清县，地处杭嘉湖平原，京杭大运河穿境而过，是一座有着1800多年历史的浙江小城，自古就有“水乡泽国”之称。??	【莫干山】莫干山是中国的四大避暑胜地之一，曾被《中国国家地理》夸赞为“江南第一名山”，整个莫干山镇被80%的森林覆盖，有竹海、老村、水坝等。<庾村>庾村位于莫干山南麓，既有民国遗风的复古，又有闲云野鹤的烂漫。清晨去庾村广场上喂鸽子，中午找家面店吃德清河鲜面，下午就找家咖啡厅看书听歌、偷得半日浮生闲。<碧坞龙潭>碧坞龙潭景区不大但清幽，仿佛走进了绿野仙踪的江南秘境，沿着曲径幽深的步道走，一路可看到飞流直下的瀑布和古老的岩洞。<鱼鳞坝>鱼鳞坝字如其名，是一个像鱼鳞般的小水坝，青山绿水环绕，是夏季玩水的绝佳地。上游比较深，可以体验皮划艇，下游是浅水区，适合踩水。<大斗坞水库>被人称为是藏在莫干山里的“小九寨沟”,整个水库被群山环绕，湖水清澈，湛蓝的湖水就像是蓝宝石。<裸心堡>城堡里有悬崖餐厅、无边泳池、炮台楼等，魔幻中带着浪漫。	【下渚湖湿地】下渚湖是国家4A级自然景区，它是江南最大的湿地，蒹葭岛芦苇荡的倒影轻柔、鸢尾花和蔓草在涌动，还有划破天际的朱鹮，让人心之所向。	【新市古镇】新市古镇是一座被人遗忘的江南古镇，有着1700年的建制史。走过青石板的老巷，斑驳着岁月痕迹的明清宅居，古桥、寺院出现在眼前，江南人枕水而居的温婉被勾勒的淋漓尽致。	【乾元镇】整个乾元镇有70多条弄堂，每条都有不同的故事，其中赵家弄是最出名的，承载了“半部乾元史”。德清当地大家族“徐家”就曾聚居在此，并出了徐门五翰林、榜眼徐宗楷、莫柔嘉等历史名人。	????????????????????????????????????",1700,"古镇原貌,青石板,老巷,明清宅居,古桥,寺院,江南人,枕水而居,温婉",,,,,,,,,,,,
乌镇、西塘、南浔人太多，新市古镇，一个不是那么热门的古镇，有原住民，有河，有老手艺人，有猫。趁着清明，带娃追随杨万里的足迹，宿新市，扑黄蝶。,9,"古镇原貌,商业水平不高,童年的梦,原住民,河,老手艺人,猫,杨万里的足迹,扑黄蝶",,,,,,,,,,,,
等了很久，跟着一起热闹一下。[烟花R][樱花R][郁金香R][凋谢R][玫瑰R] ,7,,,,,,,,,,,,,
-??春日暖阳倾洒，微风轻拂面庞，我随单位春游队伍，来到素有"小上海"之称的新市古镇?。这座枕着京杭运河的千年古镇，藏在杭嘉湖平原的德清县东部，有着独特的水乡风貌与深厚的文化底蕴。-??抵达古镇后，我们首先前往游客中心体验新市茶糕制作。这道传统点心工序颇为讲究：选用上等糯米经石磨碾成细粉，此为奠定软糯口感的关键；馅料以瘦肉为主，用纯酱油等调料精心腌制。经过搓粉、筛粉、压实、分切等多道工序，再入笼屉蒸制。出锅的茶糕糯而不黏，咸香猪肉中泛着微甜，令人回味无穷??！-??品尝完当地特色午餐，我们漫步古镇街巷。这里规模小巧，商业气息淡薄，旧时风貌保存完好，仿佛时光都放慢了脚步?。青石板路蜿蜒向前，流水潺潺与居民笑语交织，远离都市喧嚣，满是宁静惬意～明清至民国初年的临水民居错落有致，处处流淌着江南水乡的温婉韵味??。-??古镇虽小，却人才辈出，故居与展馆散落其间。其中最负盛名的当属钟兆琳故居与沈铨故居。踏入钟兆琳故居，意外发现此处还是九三学社浙江省传统教育基地——作为"中国电机之父"，钟兆琳先生不仅是九三前辈，更曾执教钱学森和江泽民，享有"天才教师"的美誉??！-??遗憾的是，因时间仓促，我未能寻得沈铨故居。通过资料得知，这位清代工笔花鸟大家、宫廷画师曾东渡日本，获"舶来画家第一"之誉。其严谨写实、赋色浓艳的画风，深刻影响了日本江户时代艺术，期待下次能深入了解他的艺术世界。-??所幸千年古刹觉海禅寺终被寻得。相传东晋至清末，新市寺庙数量冠绝江南同类古镇，曾建有30余座庵堂。历经岁月更迭，多数古寺湮灭，而唐代始建的觉海禅寺至今屹立。步入寺内，肃穆之气扑面而来：大雄宝殿巍峨壮观，殿前"七宝池"神奇非常，据说终年雨不满、旱不涸；池上"接凡桥"的雌雄石狮憨态可掬～周边部分建筑正在修缮，更添几分期待??！-??返程途中，我拎着亲手制作的茶糕，翻看相机里的照片：雕花窗棂透着烟火气，钟兆琳故居的泛黄旧影，觉海禅寺檐角轻晃的铜铃……新市古镇恰似一本未读完的旧书??，藏着沈铨故居的未解之谜、运河商船的古老传说。待下次造访，定要循着地图探访画楼，看工笔花鸟在宣纸上灵动生辉；再于廊棚下闲坐，啜一口碧绿茶汤，听老人们讲述运河浪花里的往事～-       ,1,,,,,,,,,,,,,
"五一黄金周，想要好好放松一下的话，这座颇有水乡风情的古镇是再好不过的选择。新市古镇位于浙江省湖州市德清县境内，距今已有1700多年的历史。千百年来居民临河而建，傍桥而市，形成典型的江南风情，??景点推荐：??吟仙亭：吟仙亭位于景区入口处，吟是欢迎的“迎”的谐音，意为迎接远道而来的朋友。凉亭的石柱上刻有南宋诗人杨幡的诗句，中间顶上为“阴阳鱼”，旁边所绘蝙蝠、鹿、仙鹤，分别代表福、禄、寿三种美好的祝愿。??林家铺子：茅盾的姑妈是乌镇人，她嫁到了新市的钱宅，茅盾小的时候总是来姑妈家玩，并以此为样本创作了短篇小说《林家铺子》，后来同名电影拍摄的时候也在这一带取景，遂有了这个景点。??太平桥：太平桥为单孔石桥，横跨小西河。始建于宋朝，明清时期得到重建。两侧栏杆至今仍保留石狮数个，桥石基座上刻有楹联。5/1假期，新市古镇将举行隆重的开街仪式和丰富的市集、表演活动，非遗打铁花、好声音学员助阵，夜晚放花灯许愿、还能和杨万里、沈铨等古代名人把酒言欢，看官方放出的节目单感觉真的不能错过捏。??新市古镇??地址：浙江省湖州市德清县对峰浜1号建议游玩时间：1-3天	",9,"水乡风情,江南风情,吟仙亭,凉亭,诗句,阴阳鱼,福,禄,寿,林家铺子,茅盾,姑妈,乌镇,短篇小说,电影,太平桥,单孔石桥,宋朝,明清时期,石狮,楹联,开街仪式,市集,表演活动,非遗打铁花,好声音学员,夜晚放花灯,许愿,古代名人,杨万里,沈铨,节目单",,,,,,,,,,,,
这是小份的羊肉面30元一份，老板说羊是自己家养的，已经开店10多年，店内环境就是普通的乡下小面馆，洁癖者可能不喜。我老公点的大份40元，我感觉区别不大，小份女生吃足够了，肉还是挺多的，一口气吃光光??????小米辣一定是羊肉面的灵魂，一定要加哦哈哈哈,8,"羊肉面, 自己家养, 开店10多年, 乡下小面馆, 小米辣, 灵魂",,,,,,,,,,,,
这个宝藏小镇真的太好逛了！在杭州的周边，有一个超适合拍照的地方，那就是新市古镇。这里人少景美，随便一拍都很好看[自拍R]。来这玩可以先去走走河边的老街，然后去体验一下当地很有特色的围炉煮茶、k 歌。这里的氛围感也太强了吧！还可以到附近的果园摘水果，自己动手丰衣足食的感觉真的很棒哦！下午的话推荐你们去逛逛青砖古瓦马头墙的新市老街，感受一下这座千年古镇的魅力。当然啦，如果你们是像我一样开车来的，那就可以把车停在离古镇不远的停车场，步行几分钟就到啦！这样的一天下来，真的是惬意又放松呀！??：浙江省湖州市德清县新市古镇关注我，带你解锁更多好玩好吃的地方！[赞R]    ,10,"人少,景美,河边老街,围炉煮茶,K歌,氛围感,果园摘水果,青砖古瓦马头墙,新市老街,千年古镇魅力,停车方便,惬意放松",,,,,,,,,,,,
新市古镇，一座位于德清的小镇，离杭州不远，我常去。一方茶糕，一束暖阳就是我水乡慢时光。      ,9,古镇原貌,水乡慢时光,茶糕,暖阳,,,,,,,,,
二十几年没去过了，古镇错落有致还不错，逛个半天还是别有风情  ,8,"古镇错落有致,别有风情",,,,,,,,,,,,
